State,Year,"Concealed carry permits issued to residents? (2 if permit not needed for CC, 1 if yes, 0 if no)","Concealed carry permits issued to nonresidents? (2 if permit not needed for CC, 1 if yes,.5 if yes for property owners/employed in state/may issue, 0 if no)","Concealed carry permits are shall-issue? (2 if permit not needed, 1 if yes, 0.5 if theoretically yes but broad exceptions exist or theoretically may issue but effectively more like shall issue, 0 if no)","Training or testing requirement for carry permit (1=yes/no permits, 0=no/may carry without permit)","Initial permit cost in dollars, excluding training costs (n/a if no permits issued, 0 if permits not required)","Consumer Price Index, All Items, Annual","Initial permit cost in 2006 dollars (twice the maximum cost in any other state if no permits issued, 0 if permits not required)","Initial permit term (0 if no permits issued, 25 if permits not required)","Is loaded handgun carry permitted in bars, banks, casinos, hospitals, places of worship, public demonstrations, parks, and athletic events? (1=yes, 0=no)","Open carry of loaded handgun (permitted without permit=2, permitted with permit=1, not generally permitted=0)","Carry in motor vehicles (peaceable journey) (3=no restrictions even if concealed, 2= either “plain view” or “concealed” restrictions, 1=only with concealed carry permit (unless in locked container or glove box), 0.5=permitted with CC permit/license but only if in plain view, 0=not permitted unless locked in container)","State preemption of local open carry ordinances? (1=yes, 0.5=limited/special legislation for particular localities, 0=no)","State preemption of local concealed carry ordinances? (1=yes, 0.5=limited/special legislation for particular localities, 0=no)","Open carry index (see ""Carry indices"" page for construction)",Concealed carry index (see “Carry indices” page for construction),"Assault weapons ban? (1=yes, 0.5=locally, 0=no)","Large capacity ammunition magazines ban? (1=yes, 0.5=locally, 0=no)","50 caliber rifles banned or regulated? (1=banned, 0.5=regulated, 0=no)","Local gun ban in place? (1=sale & possession, 0.5=sale only, 0=none)","Non powder guns' use or possession regulated? (1=yes, 0.5=locally, 0=no or just deals with young minors)","Stricter minimum age to purchase or possess firearms than federal standard? (1=yes, 0=no)","Waiting period on firearms purchases? (1=all firearms, 0.5=some firearms, 0=no)","One handgun per month law? (1=yes,  0=no)","Licensing or regulation of gun dealers? (1=yes, 0.5=locally or only warning to purchasers, 0=no)","Gun dealer regulation: mandatory theft reporting of all firearms (1=yes, 0=no)","Store security precautions required? (1=yes, 0=no)","Police inspections of gun stores (1=required, 0.5=permitted, 0=none)","Owners required to report lost or stolen guns? (1=yes, 0=no)","Background checks required at private sales or gun shows? (1=yes, 0.5=locally or some firearms, 0=no)","Licensing or permitting of gun owners or purchasers? (1=all guns, 0.5=handguns only, 0=no; multiplied by 0.5 if locally only)","safety training for licensees/permitees? (1=yes, 0.5=examination only, 0=no)",blicens*(blicst+1),"Registration of firearms? (1=all firearms, 0.5=some firearms, 0=no – multiplied by 0.5 if locally only)","Design safety standards for handguns (""Saturday night special"" ban)? (1=yes, 0=no)","Built-in locking devices required? (2=yes and must be stored in a locked container or with lock in place, 1=yes with sale, 0=no)","Child access prevention laws? (3=criminal liability if child may gain access, 2=criminal liability if child actually gains access, 1=criminal liability if access provided knowingly, intentionally, or recklessly/child must use gun, 0=none, multiplied by 0.5 if local only, multiplied by 0.5 if gun must be loaded and/or a handgun for liability to attach)","Authorized user requirement for new handguns, aka smartguns? (1=yes, 0=no)","Ballistic identification OR microstamping requirements? (1=yes, 0=no)","Law specifying no duty to retreat before using deadly force? (1=yes, applying everywhere, 0.75 home & vehicle, 0.5=only in home (aka castle doctrine), 0=none)","Retention of sales records? (1=kept by state, 0.5=kept by seller, 0=no requirement – multiplied by 0.5 if locally only)","State government required to purge background check records? (1=yes, .5 if must destroy records of long gun sales but not hand gun sales, 0=no)","State constitution contains individual right to keep and bear arms? (1=yes, 0=no)",Machine Guns (1 if not prohibited by state law; .5 if not prohibited but regulated at state-local level OR not prohibited in law but virtually prohibited in practice; 0 if prohibited in state law),Sound Suppressor (Silencers) (1 if not prohibited by state law; .5 if not prohibited but regulated at state-local level OR not prohibited in law but virtually prohibited in practice; 0 if prohibited in state law),SBR (Short Barreled Rifle) (1 if not prohibited by state law; .5 if not prohibited but regulated at state-local level OR not prohibited in law but virtually prohibited in practice; 0 if prohibited in state law),SBS (Short Barreled Shotgun) (1 if not prohibited by state law; .5 if not prohibited but regulated at state-local level OR not prohibited in law but virtually prohibited in practice; 0 if prohibited in state law),AOW (Any Other Class III Weapon) (1 if not prohibited by state law; .5 if not prohibited but regulated at state-local level OR not prohibited in law but virtually prohibited in practice; 0 if prohibited in state law)
Oklahoma,1987,0,0,0,1,n/a,113.6,828,0,0,0,0,1,1,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0.5,0,,1,1,1,1,1,1
Oregon,1987,1,1,0,0,10,113.6,17.74647887,1,1,2,2,0,0,4.875,1,0,0,0,0,,1,0.5,0,0.5,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,1,1,1,1,1,1
Pennsylvania,1987,1,1,0,0,0.5,113.6,0.887323944,1,1,2,1,0.5,1,7.125,2,0,0,0,0,,1,0.5,0,1,0,1,,0,0,0,0,0,0,0,0,,,0,0.5,1,,1,1,1,1,1,1
Rhode Island,1987,1,0.5,0,1,20,113.6,35.49295775,2,1,1,1,1,1,1,2,0,0,0,0,,1,1,0,1,0,1,,0,0.5,0.5,1,1,0,0,0,,,0,0.5,0.5,,1,0,0,0,0,0
South Carolina,1987,1,1,0,1,5,113.6,8.873239437,2,1,0,1,1,1,0.5,2,0,0,0,0,,1,0,1,1,0,0,,0,0.5,0,0,0,0,1,0,,,0,0,0.5,,1,1,1,1,1,1
South Dakota,1987,1,0,1,0,10,113.6,17.74647887,4,1,2,2,1,1,9.75,8,0,0,0,0,,0,0.5,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,0,1,1,1,1,1
Tennessee,1987,0,0,0,1,n/a,113.6,828,0,1,0,0,1,1,0,0,0,0,0,0,,0,0.5,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,1,1,1,1
Texas,1987,0,0,0,1,n/a,113.6,828,0,1,0,0,0.5,0.5,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,1,1,1,1
Utah,1987,1,1,0,1,59,113.6,104.7042254,2,1,2,0,1,1,9,2,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0.5,0,,1,1,1,1,1,1
Vermont,1987,2,2,2,0,0,113.6,0,25,1,2,3,1,1,10,10,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,1,1,0,1,1,1
Virginia,1987,1,0,0,1,40,113.6,70.98591549,2,0,2,2,0.5,0.5,6.58125,1.35,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,0.5,1,1,1,1
Washington,1987,1,1,1,0,23,113.6,40.81690141,4,0,2,1,1,1,8.55,7.2,0,0,0,0,,1,0.5,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,0,0,0.5,0,0,1
West Virginia,1987,1,0,0,1,50,113.6,88.73239437,3,0,1,1,0,0,0.45,0.9,0,0,0,0,,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,1,1,1,1
Wisconsin,1987,0,0,0,1,n/a,113.6,828,0,0,2,0,0,0,4.05,0,0,0,0,0,,1,0.5,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0.5,1,1,1,1
Wyoming,1987,1,0,0,0,0,113.6,0,25,1,2,2,0,0,4.875,1,0,0,0,0,,0,0,0,0.5,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,0,1,1,1,1,1
Alabama,1988,1,0,0,0,1,118.3,1.704142012,1,0,2,1,1,1,8.55,1.8,0,0,0,0,,0,0.5,0,1,0,1,,0,0,0,0,0,0,0,0,,,0,0,1,,1,1,1,0,0,1
Alaska,1988,0,0,0,1,n/a,118.3,828,0,0,2,2,0,0,4.3875,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.25,,0,1,1,1,1,1
Arizona,1988,0,0,0,1,n/a,118.3,828,0,1,2,2,1,1,9.75,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,1,1,1,1
Arkansas,1988,0,0,0,1,n/a,118.3,828,0,0,0,1,0,0,0.225,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,0.5,1,1,1,1
California,1988,1,0,0,0,109,118.3,185.7514793,1,0,0,1,1,1,0.45,1.8,0,0,0,0,,1,1,0,1,0,1,,0,0,0,0,0,0.5,0,0,,,0,0.5,1,,0,0,0,0,0,0
Colorado,1988,1,0,0,0,100,118.3,170.4142012,5,1,2,3,0,0,5,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,1,1,1,1,1,1
Connecticut,1988,1,,0.5,0,30,118.3,51.12426036,5,1,1,1,0,0,1.5,2.5,0,0,0,0,,0,0.5,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0.5,1,,1,0.5,1,1,1,1
Delaware,1988,1,,0,0,87,118.3,148.260355,1,0,2,2,0.5,1,6.58125,1.8,0,0,0,0,,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0.5,0.5,,1,0,0,1,0,0.5
Florida,1988,1,,1,1,138,118.3,235.1715976,3,0,0,1,1,1,0.45,7.2,0,0,0,0,,1,0,0,0.5,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,1,1,1,1
Georgia,1988,1,,0,0,36,118.3,61.34911243,5,0,1,3,1,1,4.95,1.8,0,0,0,0,,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,1,1,1,1,1,1
Hawaii,1988,1,,0,1,n/a,118.3,828,0,0,0,0,0,0,0,0.9,0,0,0,0,,1,1,0,1,0,0,,0,1,1,0,1,1,1,0,,,0,0.5,0,,1,1,1,1,1,1
Idaho,1988,1,0,0,0,0,118.3,0,1,0,2,2,1,1,8.775,1.8,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0.5,0,,1,1,1,1,1,1
Illinois,1988,0,0,0,1,n/a,118.3,828,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,0,0.5,0,0,,0,0,1,0,1,0.25,1,0,,,0,0,0.5,,1,0,0,0,0,1
Indiana,1988,1,0.5,1,0,25,118.3,42.6035503,4,1,1,1,0,0,2.5,4,0,0,0,0,,0,0.5,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0.5,1,,1,1,1,1,0,1
Iowa,1988,1,0.5,0,1,5,118.3,8.520710059,1,0,1,1,0,0,0.45,0.9,0,0,0,0,,1,0,0,0,0,0,,0,1,0.5,0,0.5,0,0,0,,,0,0.5,0,,0,0,0,0,0,0
Kansas,1988,0,0,0,1,n/a,118.3,828,0,0,2,2,0,0,4.3875,0,0,0,0,0,,0,0,0,0.5,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.25,,0,0,0,1,0,1
Kentucky,1988,0,0,0,1,n/a,118.3,828,0,1,2,2,1,1,9.75,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,1,1,1,1
Louisiana,1988,0,0,0,1,n/a,118.3,828,0,0,2,2,1,1,8.775,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,0.5,0.5,0.5,0.5,0.5
Maine,1988,1,1,1,0,15,118.3,25.56213018,2,1,2,1,0,0,4.75,4,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0.5,0.5,,1,1,1,1,1,1
Maryland,1988,1,1,0,0,62.25,118.3,106.0828402,2,0,1,0,1,1,0.81,1.8,0,0,0,0,,1,0.5,0,1,0,0,,0,0,0,0,0,0.5,1,0,,,0,0,1,,0,0.5,1,1,1,1
Massachusetts,1988,1,1,0,1,25,118.3,42.6035503,4,0,1,1,0,0,0.45,0.9,0,0,0,0,,1,0,0,1,1,1,,0,1,1,0,1,0,0,0,,,0,0.5,1,,0,0.5,0,0.5,0.5,0.5
Michigan,1988,1,0,0,0,25,118.3,42.6035503,3,1,2,1,0,0,4.75,1,0,0,0,0,,1,0,0,0.5,0,0,,0,0.5,0.5,0,0.5,0.5,0,0,,,0,0,0.5,,1,0.5,0,0,0,0
Minnesota,1988,1,0,0,1,0,118.3,0,1,1,1,1,1,1,1,2,0,0,0,0,,1,0.5,0,0,0,0,,0,0,0.5,0,0.5,0,1,0,,,0,0.5,0,,0,0.5,0,1,0.5,1
Mississippi,1988,0,0,0,1,n/a,118.3,828,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,0.5,1,1,1
Missouri,1988,0,0,0,1,n/a,118.3,828,0,0,2,2,0,1,4.3875,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0.5,0,0.5,0,0,0,,,0,0,0,,1,0.5,0,0.5,0.5,1
Montana,1988,1,0,0,0,0,118.3,0,1,1,2,3,1,0,10,1,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,0.5,1,1,1,1
Nebraska,1988,0,0,0,1,n/a,118.3,828,0,0,2,2,0.5,0.5,6.58125,0,0,0,0,0,,0,0,0,0.5,0,0,,0,0,0,0,0,0.25,0,0,,,0,0.5,0.25,,1,1,1,1,1,1
Nevada,1988,1,0,0,0,0,118.3,0,1,1,2,2,1,1,9.75,2,0,0,0,0,,1,0,0,0.5,0,0,,0,0,0.25,0,0.25,0.25,0,0,,,0,0,0,,1,1,1,1,1,1
New Hampshire,1988,1,1,1,0,4,118.3,6.816568047,2,1,2,1,1,1,9.5,8,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,1,1,1,1,1,1
New Jersey,1988,1,1,0,1,20,118.3,34.08284024,2,0,1,1,0,0,0.45,0.9,0,0,0,0,,1,0.5,0,1,0,1,,0,1,1,0,1,0.5,0,0,,,0,0.5,1,,0,0.5,0,0,0,0
New Mexico,1988,0,0,0,1,n/a,118.3,828,0,0,2,3,0,0,4.5,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,1,1,1,1
New York,1988,1,0,0,1,20,118.3,34.08284024,3,0,1,1,0.5,0.5,0.675,1.35,0,0,0,0,,1,0,0,1,0,0,,0,1,0.5,0,0.5,0.5,0,0,,,0,0.5,1,,0,0,0,0,0,0.5
North Carolina,1988,0,0,0,1,n/a,118.3,828,0,0,2,2,0,0,4.3875,0,0,0,0,0,,0,0,0,0.5,0,0,,0,1,0.5,0,0.5,0,0,0,,,0,0,0.5,,1,0.5,0.5,0.5,0.5,0.5
North Dakota,1988,1,1,1,1,50,118.3,85.20710059,3,0,1,1,1,1,4.5,7.2,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,0.5,0.5,1,1,1
Ohio,1988,0,0,0,1,n/a,118.3,828,0,0,2,0,0,0,4.05,0,0,0,0,0,,1,0,0,0.5,0,0,,1,0,0.25,0,0.25,0,0,0,,,0,0,0.25,,1,1,1,1,1,1
Oklahoma,1988,0,0,0,1,n/a,118.3,828,0,0,0,0,1,1,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0.5,0,,1,1,1,1,1,1
Oregon,1988,1,1,0,0,10,118.3,17.04142012,1,1,2,2,0,0,4.875,1,0,0,0,0,,1,0.5,0,0.5,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,1,1,1,1,1,1
Pennsylvania,1988,1,1,1,0,17.5,118.3,29.82248521,5,1,2,1,0.5,1,7.125,8,0,0,0,0,,1,0.5,0,1,0,1,,0,0,0,0,0,0,0,0,,,0,0.5,1,,1,1,1,1,1,1
Rhode Island,1988,1,0.5,0,1,20,118.3,34.08284024,2,1,1,1,1,1,1,2,0,0,0,0,,1,1,0,1,0,1,,0,0.5,0.5,1,1,0,0,0,,,0,0.5,0.5,,1,0,0,0,0,0
South Carolina,1988,1,1,0,1,5,118.3,8.520710059,2,1,0,1,1,1,0.5,2,0,0,0,0,,1,0,1,1,0,0,,0,0,0,0,0,0,1,0,,,0,0,0,,1,1,1,1,1,1
South Dakota,1988,1,0,1,0,10,118.3,17.04142012,4,1,2,2,1,1,9.75,8,0,0,0,0,,0,0.5,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,0,1,1,1,1,1
Tennessee,1988,0,0,0,1,n/a,118.3,828,0,1,0,0,1,1,0,0,0,0,0,0,,0,0.5,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,1,1,1,1
Texas,1988,0,0,0,1,n/a,118.3,828,0,1,0,0,0.5,0.5,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,1,1,1,1
Utah,1988,1,1,0,1,59,118.3,100.5443787,2,1,2,0,1,1,9,2,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0.5,0,,1,1,1,1,1,1
Vermont,1988,2,2,2,0,0,118.3,0,25,1,2,3,1,1,10,10,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,1,1,0,1,1,1
Virginia,1988,1,0,0,1,40,118.3,68.16568047,2,0,2,2,0.5,0.5,6.58125,1.35,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,0.5,1,1,1,1
Washington,1988,1,1,1,0,23,118.3,39.19526627,4,0,2,1,1,1,8.55,7.2,0,0,0,0,,1,0.5,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,0,0,0.5,0,0,1
West Virginia,1988,1,0,0,1,50,118.3,85.20710059,3,0,1,1,0,0,0.45,0.9,0,0,0,0,,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,1,1,1,1
Wisconsin,1988,0,0,0,1,n/a,118.3,828,0,0,2,0,0,0,4.05,0,0,0,0,0,,1,0.5,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0.5,1,1,1,1
Wyoming,1988,1,0,0,0,0,118.3,0,25,1,2,2,0,0,4.875,1,0,0,0,0,,0,0,0,0.5,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,0,1,1,1,1,1
Alabama,1989,1,0,0,0,1,124,1.625806452,1,0,2,1,1,1,8.55,1.8,0,0,0,0,,0,0.5,0,1,0,1,,0,0,0,0,0,0,0,0,,,0,0,1,,1,1,1,0,0,1
Alaska,1989,0,0,0,1,n/a,124,828,0,0,2,2,0,0,4.3875,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.25,,0,1,1,1,1,1
Arizona,1989,0,0,0,1,n/a,124,828,0,1,2,2,1,1,9.75,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,1,1,1,1
Arkansas,1989,0,0,0,1,n/a,124,828,0,0,0,1,0,0,0.225,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,0.5,1,1,1,1
California,1989,1,0,0,0,109.5,124,178.0258065,1,0,0,1,1,1,0.45,1.8,1,1,0,0,,1,1,0,1,0,1,,0,0,0,0,0,0.5,0,0,,,0,0.5,1,,0,0,0,0,0,0
Colorado,1989,1,0,0,0,100,124,162.5806452,5,1,2,3,0,0,5,1,0.5,0.5,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,1,1,1,1,1,1
Connecticut,1989,1,,0.5,0,50,124,81.29032258,5,1,1,1,0,0,1.5,2.5,0,0,0,0,,0,0.5,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0.5,1,,1,0.5,1,1,1,1
Delaware,1989,1,,0,0,87,124,141.4451613,1,0,2,2,0.5,1,6.58125,1.8,0,0,0,0,,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0.5,0.5,,1,0,0,1,0,0.5
Florida,1989,1,,1,1,139,124,225.9870968,3,0,0,1,1,1,0.45,7.2,0,0,0,0,,1,0,0,0.5,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,1,1,1,1
Georgia,1989,1,,1,0,36,124,58.52903226,5,0,1,3,1,1,4.95,7.2,0,0,0,0,,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,1,1,1,1,1,1
Hawaii,1989,1,,0,1,n/a,124,828,0,0,0,0,0,0,0,0.9,0,0,0,0,,1,1,0,1,0,0,,0,1,1,0,1,1,1,0,,,0,0.5,0,,1,0,0,0,0,0
Idaho,1989,1,0,0,0,0,124,0,1,0,2,2,1,1,8.775,1.8,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0.5,0,,1,1,1,1,1,1
Illinois,1989,0,0,0,1,n/a,124,828,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,0,0.5,0,0,,0,0,1,0,1,0.25,1,0,,,0,0,0.5,,1,0,0,0,0,1
Indiana,1989,1,0.5,1,0,25,124,40.64516129,4,1,1,1,0,0,2.5,4,0,0,0,0,,0,0.5,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0.5,1,,1,1,1,1,0,1
Iowa,1989,1,0.5,0,1,5,124,8.129032258,1,0,1,1,0,0,0.45,0.9,0,0,0,0,,1,0,0,0,0,0,,0,1,0.5,0,0.5,0,0,0,,,0,0.5,0,,0,0,0,0,0,0
Kansas,1989,0,0,0,1,n/a,124,828,0,0,2,2,0,0,4.3875,0,0,0,0,0,,0,0,0,0.5,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.25,,0,0,0,1,0,1
Kentucky,1989,0,0,0,1,n/a,124,828,0,1,2,2,1,1,9.75,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,1,1,1,1
Louisiana,1989,0,0,0,1,n/a,124,828,0,0,2,2,1,1,8.775,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,0.5,0.5,0.5,0.5,0.5
Maine,1989,1,1,1,0,20,124,32.51612903,2,1,2,1,1,1,9.5,8,0,0,0,0,,1,0,0,0.5,0,0,,0,0,0,0,0,0,0,0,,,0,0.5,0.5,,1,1,1,1,1,1
Maryland,1989,1,1,0,0,62.25,124,101.2064516,2,0,1,0,1,1,0.81,1.8,0,0,0,0,,1,0.5,0,1,0,0,,0,0,0,0,0,0.5,1,0,,,0,0,1,,0,0.5,1,1,1,1
Massachusetts,1989,1,1,0,1,25,124,40.64516129,4,0,1,1,0,0,0.45,0.9,0,0,0,0,,1,0,0,1,1,1,,0,1,1,0,1,0,0,0,,,0,0.5,1,,0,0.5,0,0.5,0.5,0.5
Michigan,1989,1,0,0,0,25,124,40.64516129,3,1,2,1,0,0,4.75,1,0,0,0,0,,1,0,0,0.5,0,0,,0,0.5,0.5,0,0.5,0.5,0,0,,,0,0,0.5,,1,0.5,0,0,0,0
Minnesota,1989,1,0,0,1,0,124,0,1,1,1,1,1,1,1,2,0,0,0,0,,1,0.5,0,0,0,0,,0,0,0.5,0,0.5,0,1,0,,,0,0.5,0,,0,0.5,0,1,0.5,1
Mississippi,1989,0,0,0,1,n/a,124,828,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,0.5,1,1,1
Missouri,1989,0,0,0,1,n/a,124,828,0,0,2,2,0,1,4.3875,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0.5,0,0.5,0,0,0,,,0,0,0,,1,0.5,0,0.5,0.5,1
Montana,1989,1,0,0,0,0,124,0,1,1,2,3,1,0,10,1,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,0.5,1,1,1,1
Nebraska,1989,0,0,0,1,n/a,124,828,0,0,2,2,0.5,0.5,6.58125,0,0,0,0,0,,0,0,0,0.5,0,0,,0,0,0,0,0,0.25,0,0,,,0,0.5,0.25,,1,1,1,1,1,1
Nevada,1989,1,0,0,0,0,124,0,1,0,2,2,1,1,8.775,1.8,0,0,0,0,,1,0,0,0,0,0,,0,0,0.25,0,0.25,0.25,0,0,,,0,0,0,,1,1,1,1,1,1
New Hampshire,1989,1,1,1,0,4,124,6.503225806,2,1,2,1,1,1,9.5,8,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,1,1,1,1,1,1
New Jersey,1989,1,1,0,1,20,124,32.51612903,2,0,1,1,0,0,0.45,0.9,0,0,0,0,,1,0.5,0,1,0,1,,0,1,1,0,1,0.5,0,0,,,0,0.5,1,,0,0.5,0,0,0,0
New Mexico,1989,0,0,0,1,n/a,124,828,0,0,2,3,0,0,4.5,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,1,1,1,1
New York,1989,1,0,0,1,20,124,32.51612903,3,0,1,1,0.5,0.5,0.675,1.35,0,0,0,0,,1,0,0,1,0,0,,0,1,0.5,0,0.5,0.5,0,0,,,0,0.5,1,,0,0,0,0,0,0.5
North Carolina,1989,0,0,0,1,n/a,124,828,0,0,2,2,0,0,4.3875,0,0,0,0,0,,0,0,0,0.5,0,0,,0,1,0.5,0,0.5,0,0,0,,,0,0,0.5,,1,0.5,0.5,0.5,0.5,0.5
North Dakota,1989,1,1,1,1,50,124,81.29032258,3,0,1,1,1,1,4.5,7.2,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,0.5,0.5,1,1,1
Ohio,1989,0,0,0,1,n/a,124,828,0,0,2,0,0,0,4.05,0,0,0,0,0,,1,0,0,0.5,0,0,,1,0,0.25,0,0.25,0,0,0,,,0,0,0.25,,1,1,1,1,1,1
Oklahoma,1989,0,0,0,1,n/a,124,828,0,0,0,0,1,1,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0.5,0,,1,1,1,1,1,1
Oregon,1989,1,0.5,1,1,65,124,105.6774194,4,1,2,2,0,0,4.875,4,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,1,1,1,1,1,1
Pennsylvania,1989,1,1,1,0,17.5,124,28.4516129,5,1,2,1,0.5,1,7.125,8,0,0,0,0,,1,0.5,0,1,0,1,,0,0,0,0,0,0,0,0,,,0,0.5,1,,1,1,1,1,1,1
Rhode Island,1989,1,0.5,0,1,20,124,32.51612903,2,1,1,1,1,1,1,2,0,0,0,0,,1,1,0,1,0,1,,0,0.5,0.5,1,1,0,0,0,,,0,0.5,0.5,,1,0,0,0,0,0
South Carolina,1989,1,1,0,1,5,124,8.129032258,2,1,0,1,1,1,0.5,2,0,0,0,0,,1,0,1,1,0,0,,0,0,0,0,0,0,1,0,,,0,0,0,,1,1,1,1,1,1
South Dakota,1989,1,0,1,0,10,124,16.25806452,4,0,2,2,1,1,8.775,7.2,0,0,0,0,,0,0.5,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0.5,,1,1,1,1,1,1
Tennessee,1989,0,0,0,1,n/a,124,828,0,0,0,0,1,1,0,0,0,0,0,0,,0,0.5,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,1,0,,1,1,1,1,1,1
Texas,1989,0,0,0,1,n/a,124,828,0,1,0,0,0.5,0.5,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,1,1,1,1,1,1
